0,61,35,2,1,13,28,54,12,21,48,22,24,12,29,67,66,30,50,19,71,47,16,9,42,21,6,12,4,51,58,60,20,67,45,2,26,40,47,34,61,11,73,62,26,46,23,7,39,62,57,71,25,29,12,25,41,41,12,9,30,62,14,38,10,64,57,42,29,37,66,67,37,40,68,43,58,49,35,17,45,14,15,64,10,48,33,46,55,23,4,62,28,49,67,21,74,62,59,49,41,29,61,45,58,74,59,64,36,65,25,16,37,3,62,20,51,59,51,49,18,36,70,18,16,21,58,25,45,14,7,23,18,68,70,3,44,4,32,39,63,47,19,67,57,42,67,28,25,46,7,28,14,60,54,50,68,61,41,2,8,39,71,63,70,73,28,24,58,16,71,69,28,26,52,54,60,44,8,42,4,57,49,45,17,53,54,26,3,63,58,38,53,59,25,68,43,22,20,66
61,0,28,12,71,49,73,15,62,37,44,4,42,47,37,5,39,4,63,45,52,48,47,71,14,36,63,37,57,14,52,68,13,32,4,17,50,65,26,3,67,35,68,25,52,2,38,25,25,71,56,25,47,31,43,72,46,12,63,54,9,12,22,32,40,21,62,59,21,46,8,50,26,50,22,51,30,29,16,54,61,69,39,15,45,15,31,64,32,69,28,52,44,8,31,69,5,29,18,17,27,69,38,60,26,34,71,10,6,53,69,9,49,11,52,47,4,60,73,33,26,4,17,43,45,19,49,5,70,7,25,49,38,40,29,57,21,49,69,25,61,59,10,12,31,51,49,51,1,10,57,63,56,70,69,17,38,59,39,46,42,55,5,37,18,25,41,56,31,38,10,16,22,34,18,20,66,44,70,46,19,8,41,33,52,57,30,42,16,70,38,21,17,71,52,53,49,58,43,38
35,28,0,66,30,18,21,67,52,64,29,47,3,69,35,39,57,25,47,25,24,48,33,8,18,72,52,49,25,2,43,3,20,15,34,57,47,24,22,6,13,54,7,68,32,6,43,62,26,58,53,44,28,30,32,32,17,37,3,42,4,65,64,26,73,71,74,12,1,19,26,18,56,17,34,20,26,67,1,10,29,63,16,70,72,28,73,10,57,43,46,37,17,11,48,60,50,35,70,44,17,51,24,56,74,20,69,52,8,19,70,36,66,58,2,58,51,65,43,47,9,16,3,33,25,22,37,14,70,70,44,1,67,51,6,74,24,60,35,44,36,41,13,44,12,33,40,35,62,74,72,56,15,3,14,43,47,27,48,66,19,22,10,40,61,23,59,33,41,73,52,72,8,67,5,10,47,28,24,59,23,45,35,22,62,43,6,20,13,42,15,37,54,71,57,6,70,73,45,71
2,12,66,0,25,67,1,36,11,24,13,44,49,26,4,4,5,6,2,73,55,56,3,9,20,67,72,74,26,22,14,55,54,14,33,4,49,58,64,59,33,26,5,61,8,1,21,70,50,29,64,50,45,33,72,61,1,11,36,43,22,33,30,11,71,27,62,4,32,6,24,71,64,13,40,22,67,7,59,13,54,18,16,16,73,29,48,4,18,65,35,1,35,61,65,23,18,62,33,38,14,12,68,74,29,62,71,67,63,51,13,18,33,2,20,73,24,43,46,67,30,52,16,5,47,51,22,43,24,60,28,52,47,72,15,45,7,41,63,4,25,53,64,38,74,32,20,35,12,12,20,57,46,72,58,43,34,22,56,7,8,55,27,43,23,53,27,54,74,7,35,7,54,68,7,39,41,51,23,45,15,49,52,35,12,32,45,24,62,10,19,70,49,56,61,4,31,54,11,47
1,71,30,25,0,19,63,62,34,30,72,1,30,37,46,6,11,49,17,9,4,13,38,65,57,10,5,50,36,37,24,24,68,34,56,14,7,16,42,49,70,3,13,33,25,7,60,30,49,42,1,49,24,20,35,47,60,42,2,59,21,61,51,45,29,5,74,49,17,7,18,67,17,36,68,15,34,46,44,50,20,32,60,69,35,23,33,23,21,11,13,37,7,69,11,12,54,50,27,7,1,28,59,34,8,60,49,34,40,39,47,48,15,60,15,31,18,21,1,69,39,35,39,25,25,74,36,56,50,59,21,22,54,14,62,13,71,54,10,64,69,42,30,33,52,20,3,71,74,58,74,37,10,35,55,50,65,57,46,21,25,62,29,6,65,33,13,1,49,28,28,33,39,23,36,1,13,23,56,43,52,60,64,9,49,56,52,45,3,15,25,48,17,6,73,16,73,46,19,39
13,49,18,67,19,0,53,20,9,41,17,24,73,23,71,31,1,23,12,74,34,41,20,66,8,61,32,69,40,65,27,30,45,68,10,4,30,45,69,22,41,58,25,8,33,3,50,9,15,40,47,28,45,63,52,30,43,19,54,26,6,23,23,2,14,64,49,64,21,67,16,72,31,17,61,27,38,56,62,30,8,20,59,70,43,70,45,74,57,14,39,48,65,45,74,10,22,36,10,17,14,50,25,59,41,18,51,4,43,74,27,42,69,20,62,13,66,21,63,60,14,73,19,58,60,37,68,8,11,64,2,54,61,9,37,26,58,22,62,13,64,69,15,4,41,1,62,68,53,19,44,70,67,45,59,62,42,1,19,32,32,65,6,26,14,19,54,22,18,11,17,61,28,50,70,32,45,72,27,50,24,66,22,22,68,37,16,2,13,23,72,58,50,63,32,53,36,61,33,64
28,73,21,1,63,53,0,1,74,21,3,12,36,66,21,59,13,55,19,7,64,51,71,73,40,68,36,66,2,10,55,29,30,45,2,29,5,52,39,6,31,32,49,17,7,35,54,46,67,19,17,18,60,52,66,53,49,33,42,74,71,25,12,31,42,3,65,67,37,16,54,52,35,13,59,66,11,70,1,33,1,18,53,52,20,25,7,4,57,25,39,71,50,36,49,50,18,60,38,33,53,42,19,6,44,50,44,40,35,24,32,57,74,20,59,10,3,34,42,18,11,51,27,38,52,45,38,58,51,24,62,49,44,2,62,9,63,25,32,59,11,45,69,48,4,52,20,52,27,41,17,68,28,6,3,47,70,24,56,22,10,39,29,73,22,44,43,46,42,21,12,55,3,60,31,62,72,32,4,59,47,38,43,23,56,25,66,25,59,60,4,30,72,31,25,48,64,59,40,55
54,15,67,36,62,20,1,0,55,33,63,37,71,60,10,18,10,40,5,35,73,51,65,37,22,14,72,56,71,50,14,22,5,4,21,13,51,67,27,8,59,35,51,51,32,49,47,39,15,38,56,32,55,51,71,23,26,29,2,47,42,28,32,35,24,17,9,10,71,37,56,24,1,46,27,49,63,8,44,44,39,34,72,14,42,47,3,48,63,30,33,7,44,65,16,8,14,50,55,47,35,24,48,42,50,10,50,51,69,62,14,71,15,17,1,23,21,44,30,14,30,12,62,12,51,56,2,11,3,60,4,50,34,60,27,2,17,53,41,65,55,8,72,55,2,51,36,3,9,6,45,18,11,40,69,46,52,18,16,3,50,38,36,64,72,57,19,51,57,44,61,69,48,2,14,2,70,36,59,34,37,32,66,65,47,22,22,19,53,58,61,60,19,60,47,18,29,34,38,41
12,62,52,11,34,9,74,55,0,26,22,53,70,44,44,55,28,34,38,69,34,48,34,41,4,60,50,15,2,57,42,49,47,55,66,50,9,53,34,48,49,51,5,17,13,69,39,50,50,7,17,22,68,17,19,51,48,53,62,54,2,44,69,7,42,69,15,39,10,56,24,14,73,53,62,51,52,40,14,37,42,62,16,40,60,27,41,54,15,48,1,38,43,1,67,62,58,59,28,12,27,48,69,7,55,5,57,35,4,63,13,9,21,24,45,51,74,74,57,21,71,31,17,47,2,4,14,15,54,33,63,29,62,56,44,12,40,35,29,7,20,25,28,11,24,21,61,26,65,20,58,46,2,52,2,51,65,32,47,44,17,59,22,69,23,40,25,18,41,8,11,7,24,61,39,65,73,25,17,39,27,64,20,63,44,54,26,1,15,38,2,41,21,52,66,2,26,32,6,6
21,37,64,24,30,41,21,33,26,0,6,67,72,29,24,41,59,60,64,60,1,69,2,3,53,40,39,38,5,18,9,74,6,5,49,26,10,48,56,60,20,33,30,46,57,70,10,19,28,74,26,67,18,17,74,71,48,38,27,57,59,3,4,24,60,47,73,12,46,23,7,65,44,23,13,26,5,49,19,57,23,31,5,3,14,21,5,25,4,8,6,67,24,44,28,71,55,66,45,52,29,17,10,13,70,3,66,39,60,34,26,57,27,42,66,63,19,33,62,12,57,65,38,43,64,73,59,26,38,19,38,6,5,47,46,7,46,41,64,48,21,8,5,47,52,21,32,28,7,6,9,51,17,18,1,54,42,41,55,62,30,11,15,54,50,5,29,37,58,11,36,6,59,30,18,6,6,69,16,71,26,72,26,5,46,42,68,15,59,26,72,62,53,16,2,16,40,9,64,68
