0,15,27,4,12,18,60,36,38,53,9,40,39,71,14,40,63,50,40,14,10,9,48,13,48,6,71,31,47,14,45,44,3,73,44,47,21,24,36,57,63,69,56,64,39,49,16,18,48,45,67,68,34,35,13,13,62,11,61,51,22,57,49,5,71,72,18,20,47,18,57,11,73,36,33,19,57,52,38,32,5,69,24,74,47,24,12,60,66,44,15,18,41,66,46,13,33,62,62,51,64,47,28,22,67,54,16,16,11,30,7,54,48,56,15,20,5,41,40,22,39,62,64,69,64,30,12,70,72,20,71,71,56,58,43,2,33,47,61,15,31,72,5,31,58,41,51,41,64,24,16,30,61,48,28,26,17,55,2,9,20,46,5,5,33,74,34,14,9,21,1,19,7,58,71,52,9,67,72,30,64,42,9,40,62,41,33,69,74,34,31,45,26,33,6,14,72,41,35,29,46,36,52,51,50,55,14,23,24,64,64,32,73,57,26,26,39,53,58,72,1,62,54,68,36,48,28,32,61,11,19,72,22,14,2,57,20,37,71,40,9,52,24,28,17,30,67,69,43,5,17,45,54,68,35,13,26,61,11,56,58,33,7,29,3,70,56,44,48,14,15,39,43,51,26,24,69,27,19,53,46,22,55,54,4,33,64,53,15,74,47,65,12,52,44,12,40,15,55,22,71,61,17,16,70,4,61,1,7,54,73,43,4,49,25,15,8,40,1,6,21,73,29,44,44,25,48,12,49,54,20,34,62,39,62,52,15,4,62,8,36,13,24,8,74,67,28,3,25,30,65,38,24,53,33,74,17,27,70,46,50,36,33,32,8,40,65,61,35,39,34,15,64,2,26,20,11,71,24,63,49,25,3,38,46,50,7,13,74,43,73,18,45,69,9,30,59,68,14,9
15,0,3,24,64,25,36,70,3,47,61,38,72,65,18,26,4,43,44,3,62,49,69,70,2,7,14,67,64,42,18,66,48,23,35,25,27,57,3,67,15,73,6,17,11,29,53,3,49,37,72,70,22,15,17,73,2,30,19,5,21,7,3,69,11,55,50,69,16,40,16,6,61,34,61,33,25,71,72,32,74,29,65,12,26,31,54,42,26,22,36,64,66,40,72,68,28,12,71,45,27,9,71,1,48,15,55,31,21,12,28,6,11,61,35,68,13,58,4,20,54,22,31,22,11,71,32,67,58,69,42,58,5,55,22,2,2,21,40,56,12,71,14,30,41,12,69,15,37,14,30,51,5,74,23,51,64,14,64,52,1,74,21,61,52,60,21,7,2,15,25,33,45,5,62,30,58,4,5,10,15,24,54,41,33,24,2,69,15,50,11,17,16,58,27,49,4,4,3,44,50,72,15,25,41,51,65,10,11,7,41,16,18,42,58,10,17,62,26,21,66,67,65,40,35,41,60,21,10,57,9,57,68,73,42,20,46,35,10,31,52,67,3,74,72,53,49,44,74,61,22,21,65,37,30,44,48,34,34,68,41,42,22,11,24,46,54,67,23,68,41,9,4,4,3,21,71,38,61,59,48,12,31,53,34,19,4,71,54,60,35,59,8,31,7,58,20,47,11,19,43,1,4,69,53,31,60,60,64,56,64,25,30,19,35,59,10,59,66,7,6,34,39,65,22,56,72,64,52,17,4,25,68,53,72,2,25,38,37,43,71,70,1,41,15,36,2,50,4,14,27,65,18,67,66,53,12,74,6,18,74,45,22,8,1,44,5,73,53,22,38,59,64,21,66,39,56,41,9,67,6,54,59,55,53,74,52,55,8,49,69,51,13,59,58,26,27,29,62,44
27,3,0,11,7,8,72,24,42,65,32,44,51,3,8,57,49,12,71,26,72,5,13,2,51,39,60,73,58,55,4,72,44,73,15,69,40,67,57,8,30,7,10,4,43,12,5,30,35,16,14,58,45,68,46,32,29,70,74,15,74,71,20,8,29,50,29,57,33,43,24,40,61,10,49,57,39,14,4,32,21,23,34,22,52,71,54,10,36,44,41,6,44,43,56,7,27,6,66,11,62,24,34,51,65,22,17,40,29,8,65,32,11,31,33,15,6,73,56,41,68,14,30,17,60,27,26,56,53,44,22,32,18,22,30,70,47,67,61,19,29,10,60,71,37,2,66,72,47,34,40,28,66,71,63,61,44,17,17,24,55,35,20,27,20,20,5,48,66,57,66,71,22,12,7,38,66,3,44,32,68,29,1,35,52,3,6,22,57,9,1,70,61,35,74,26,22,13,15,47,49,65,62,3,19,59,30,8,26,58,49,2,12,54,25,30,55,30,60,19,20,11,43,44,22,28,30,56,32,67,38,68,1,19,57,31,7,22,24,2,32,30,59,26,30,7,60,36,4,53,69,35,50,66,13,60,42,59,72,10,7,43,66,33,44,68,13,69,42,44,54,68,66,11,19,28,26,64,53,50,39,63,11,33,10,8,30,28,27,55,23,24,4,15,61,73,29,55,66,1,54,51,42,46,66,59,56,5,74,16,57,73,12,12,24,11,60,39,27,21,44,45,14,61,21,25,8,19,10,55,39,7,43,48,70,6,41,70,2,57,71,60,64,1,30,50,10,71,59,31,28,24,20,45,8,58,47,64,67,49,32,32,35,31,22,60,1,64,32,15,40,14,47,23,67,28,64,42,51,21,31,42,62,6,72,15,72,72,57,34,67,56,13,63,12,7,50,49,42,55
4,24,11,0,56,6,48,11,54,22,61,55,48,68,55,51,32,57,29,14,32,54,73,18,60,47,4,64,48,22,59,50,37,73,54,10,66,37,74,36,28,36,9,51,56,29,54,64,67,19,41,49,52,72,31,57,7,44,8,52,63,60,30,26,51,17,12,21,23,64,15,3,9,17,69,28,64,3,21,28,27,9,49,47,42,50,22,11,24,8,26,37,25,71,3,56,74,51,71,45,57,49,22,47,51,15,26,73,10,60,60,65,46,70,17,32,62,18,62,21,29,33,11,23,58,3,27,54,31,62,2,57,57,25,27,43,47,2,63,2,13,8,36,28,28,36,32,25,32,52,11,68,61,21,67,44,15,50,63,18,49,8,50,25,64,42,64,67,14,32,59,23,74,9,42,35,61,46,23,37,29,13,51,65,74,27,42,4,34,73,16,33,41,17,9,50,52,36,26,71,57,55,47,34,36,7,37,16,42,18,29,60,1,29,10,70,55,4,44,60,9,11,20,57,56,52,41,41,18,42,3,40,18,16,66,71,27,7,56,3,27,15,1,51,6,26,20,59,17,55,44,60,27,11,51,35,40,42,47,67,7,55,66,1,59,20,73,59,51,68,21,57,6,24,40,70,36,15,48,39,37,25,13,1,52,32,71,63,8,44,62,34,72,64,69,21,70,33,12,32,69,31,42,11,58,70,59,36,43,66,46,57,9,14,23,61,30,38,71,1,1,15,40,63,1,64,13,6,62,23,19,31,44,68,61,40,7,61,61,39,18,46,20,18,21,54,17,29,36,33,3,71,68,27,31,39,38,50,19,36,39,48,42,39,39,26,66,56,55,32,64,4,39,34,63,66,67,35,56,14,12,55,62,73,20,31,74,12,60,49,15,50,59,44,53,63,21,47,39,68
12,64,7,56,0,4,70,23,35,9,39,73,54,4,56,45,55,13,71,9,14,64,25,17,31,71,16,32,3,74,38,32,18,5,70,57,51,60,15,51,19,30,10,44,14,28,40,37,70,24,6,67,47,73,48,70,68,48,35,22,67,13,22,43,74,2,2,12,31,1,1,24,18,27,56,68,19,39,28,67,65,31,51,49,55,30,42,28,53,27,54,20,18,74,56,59,15,55,47,71,41,16,57,56,5,24,42,21,45,10,26,42,25,39,39,52,14,12,53,44,11,42,22,51,49,9,26,31,67,23,41,30,55,56,3,47,74,73,30,3,24,51,48,47,8,16,57,39,23,52,62,22,59,5,49,58,7,30,47,72,70,2,24,34,64,63,46,11,18,63,55,74,48,12,59,31,31,18,33,26,51,12,30,1,56,34,31,25,30,30,73,35,18,25,47,47,12,1,20,38,56,24,31,19,55,25,51,18,52,18,46,37,22,19,9,34,15,4,9,66,73,67,45,66,67,57,55,39,53,23,49,27,49,15,44,34,24,51,13,53,67,36,1,25,26,48,66,21,51,40,4,23,25,71,41,11,26,26,50,27,74,28,27,51,29,14,68,64,70,46,20,2,28,54,55,14,8,13,38,38,46,32,61,74,36,23,3,55,3,12,2,24,51,23,47,18,35,47,53,68,28,11,24,71,72,4,67,17,49,53,31,16,64,59,17,21,68,5,60,62,26,11,6,60,74,17,53,53,25,63,1,41,7,16,68,68,4,22,27,73,58,31,27,10,51,48,65,19,23,36,4,64,34,3,9,65,70,10,43,22,7,72,56,10,22,48,45,51,61,64,13,54,58,66,65,71,18,56,60,34,44,34,52,57,58,8,51,58,44,32,73,55,2,19,29,43,19,66,49,60
18,25,8,6,4,0,27,15,31,51,12,48,39,52,62,43,18,32,74,11,33,53,3,56,33,61,59,34,31,69,41,7,54,26,61,30,67,36,21,49,46,49,50,17,14,48,1,69,32,7,5,58,24,40,22,36,35,24,53,48,57,66,67,29,72,23,59,37,39,14,62,1,50,49,60,35,37,31,17,64,57,57,19,44,36,42,31,24,23,44,33,45,32,47,14,26,51,67,37,14,10,49,67,64,27,63,67,7,54,21,71,35,70,32,57,54,42,51,26,50,24,8,5,34,48,3,27,13,16,62,35,39,70,52,44,74,59,63,44,51,62,8,17,15,63,58,67,8,66,50,44,49,64,5,41,70,52,5,25,63,34,7,44,35,36,38,15,35,48,62,39,44,45,57,55,45,41,21,25,60,21,48,37,5,41,60,72,21,9,45,38,71,71,4,29,70,74,59,28,44,30,38,22,13,33,26,56,41,63,8,5,55,25,50,17,23,12,33,50,1,65,8,30,51,12,58,10,22,49,70,49,50,53,47,12,55,53,57,51,36,33,56,60,73,31,39,50,64,3,9,52,56,16,32,31,14,32,46,70,50,13,17,50,65,65,68,49,13,42,61,70,2,59,48,30,3,32,27,73,22,24,41,24,54,22,7,61,55,23,70,46,50,61,8,11,7,53,63,23,24,18,35,29,15,54,59,40,2,19,60,58,67,24,5,29,50,18,70,33,43,35,65,64,21,33,26,7,67,41,72,54,8,57,67,41,12,63,68,47,27,5,35,33,8,23,39,18,5,72,52,50,2,44,30,65,36,27,55,74,37,9,38,13,7,67,20,21,40,6,43,29,24,23,27,24,71,5,33,8,47,11,17,67,64,13,54,69,21,57,48,67,63,61,32,33,64,19,25,2,30
60,36,72,48,70,27,0,19,73,65,16,10,66,38,49,44,66,63,19,27,38,66,4,23,38,49,53,47,36,13,11,70,9,63,40,37,40,73,25,24,19,70,3,46,68,68,69,22,37,37,24,53,6,3,29,29,10,42,54,30,74,64,55,19,39,54,61,19,17,32,48,65,11,72,26,46,36,28,49,23,42,50,51,16,34,44,2,10,41,49,73,20,8,63,2,69,36,16,36,8,6,23,27,9,40,39,10,60,52,10,31,51,37,47,59,70,60,10,65,39,11,1,25,69,53,22,8,25,43,58,40,43,1,11,38,55,1,67,46,42,70,38,61,48,37,58,49,31,24,67,11,42,33,53,70,71,20,20,25,41,25,65,44,23,26,29,73,26,52,72,22,39,19,21,46,45,10,51,38,26,57,15,61,71,13,11,27,45,31,40,37,32,16,29,64,2,40,39,30,1,66,71,72,21,21,6,11,54,57,72,51,28,33,27,26,14,62,62,26,4,40,74,8,62,65,59,59,32,47,72,39,11,20,6,15,39,53,56,66,38,31,54,58,23,66,62,31,58,31,13,36,55,29,12,34,47,55,15,28,22,44,38,28,73,11,38,50,64,70,62,39,71,47,19,59,7,50,45,14,40,56,17,44,47,31,51,44,5,54,61,9,26,6,23,9,73,28,28,55,37,16,5,39,51,42,30,39,2,37,70,22,52,32,39,53,39,43,37,27,72,60,12,11,29,55,67,27,19,46,67,34,47,38,21,41,44,69,27,26,9,57,49,16,38,41,8,73,53,10,15,23,59,39,18,11,66,16,31,61,54,46,64,63,36,35,52,57,3,13,50,25,33,47,1,37,29,40,52,59,5,67,45,53,10,46,60,60,4,22,10,1,17,34,3,65,6,47,8,33,40
36,70,24,11,23,15,19,0,62,6,43,20,66,15,5,38,24,66,69,30,21,22,13,41,55,55,61,14,28,67,68,54,21,46,70,57,23,40,41,49,22,28,59,37,70,56,43,15,44,40,15,58,50,5,5,42,45,54,35,70,47,42,52,19,27,34,59,67,50,26,73,42,26,46,15,51,56,74,14,3,18,9,44,19,8,45,54,46,52,39,48,48,2,54,26,55,29,31,22,28,50,70,4,9,23,15,7,4,33,32,1,60,19,6,69,58,34,50,23,45,50,71,66,3,52,19,4,22,7,52,22,4,4,73,4,33,43,46,26,68,14,23,54,6,7,54,18,30,68,5,18,9,59,56,27,68,71,59,22,47,20,13,40,23,38,8,41,1,23,72,34,32,51,19,25,2,69,29,33,30,1,45,12,73,49,41,26,71,57,63,63,74,58,29,11,21,55,8,7,11,29,29,58,9,44,13,14,23,68,13,3,43,7,16,35,16,11,15,1,49,57,26,30,25,35,10,14,69,65,46,37,49,27,59,67,51,46,55,57,58,65,31,29,65,4,67,74,6,25,42,16,46,73,72,24,73,19,34,70,25,39,46,26,44,17,26,60,29,48,30,11,29,73,69,52,40,51,6,72,60,59,70,70,63,4,7,74,70,52,57,40,57,64,55,68,4,69,66,31,66,58,72,38,32,48,68,25,26,73,46,66,27,28,34,34,24,21,6,46,64,22,73,30,63,25,72,46,69,28,2,38,66,8,39,44,30,44,22,36,9,10,58,49,46,21,36,18,8,71,62,33,37,18,38,62,5,69,57,16,56,74,49,29,30,68,44,69,18,33,37,28,49,17,62,11,6,9,42,23,1,12,43,9,53,62,49,20,74,70,58,44,22,46,7,20,34,19,17,1,16
38,3,42,54,35,31,73,62,0,41,67,51,27,20,64,10,24,17,17,64,9,54,73,32,48,71,15,27,28,14,19,38,55,33,30,23,33,10,14,42,20,36,7,70,16,24,29,44,63,36,41,72,20,20,64,2,40,15,22,74,51,51,65,19,2,67,30,24,53,62,34,49,28,74,15,49,5,23,27,34,10,63,70,42,21,26,45,30,29,34,51,16,26,52,69,51,48,54,28,47,50,8,17,12,15,64,42,33,33,11,12,58,73,32,38,74,30,53,44,70,51,69,15,71,32,16,23,7,18,23,40,8,35,47,64,56,13,3,26,61,72,37,30,38,54,69,5,28,54,32,28,12,48,24,25,10,20,69,21,54,62,12,2,61,41,69,6,27,16,48,45,67,32,22,40,36,19,71,16,40,53,6,39,6,43,57,66,66,50,31,29,44,23,51,1,11,25,4,50,41,71,10,6,28,42,14,32,16,29,35,73,6,56,26,63,30,9,2,25,41,57,55,32,34,43,3,1,35,8,72,70,40,17,56,66,17,31,37,48,69,26,7,29,16,66,73,62,33,59,30,58,66,25,1,12,54,36,40,65,6,1,48,63,50,16,50,21,16,39,10,32,58,33,34,42,65,43,29,50,13,6,49,31,31,54,29,25,43,37,12,20,18,36,46,33,64,11,70,25,39,72,25,74,2,63,66,36,57,14,31,34,73,65,62,48,68,1,21,1,11,41,14,5,59,48,69,20,10,9,4,49,19,42,19,44,45,4,65,45,43,13,1,43,46,37,48,70,2,10,72,16,58,64,14,32,19,31,55,50,1,53,18,48,27,32,62,13,25,57,54,4,12,28,26,26,26,63,65,65,19,34,19,43,27,3,4,3,57,3,41,74,32,21,30,64,59,63,14,39,36
53,47,65,22,9,51,65,6,41,0,60,46,63,58,16,19,57,59,70,55,43,27,6,24,42,44,7,46,63,33,40,19,70,64,26,35,8,54,8,61,47,12,15,13,63,27,11,17,33,15,35,38,73,33,53,70,15,13,49,53,3,65,24,52,37,59,68,57,7,25,33,47,23,7,65,55,2,57,47,47,54,45,73,63,64,74,66,50,47,68,68,53,34,36,26,44,17,71,15,2,39,23,66,54,74,49,50,13,52,16,43,22,61,3,32,66,35,16,27,63,10,53,65,9,72,10,22,62,63,59,45,45,22,69,64,57,1,1,65,7,55,52,16,54,31,31,63,18,15,53,61,52,29,13,19,67,34,28,58,41,31,34,56,2,40,30,19,12,35,55,69,68,2,65,45,34,24,7,69,32,40,18,42,55,69,64,64,56,66,25,65,19,65,29,67,28,6,17,66,15,69,31,9,35,56,46,47,66,71,58,50,72,8,53,24,48,16,34,38,54,40,12,10,40,37,22,63,9,12,39,12,18,68,26,41,44,23,14,1,55,68,49,10,56,60,60,58,14,33,61,27,60,60,64,14,42,37,47,60,56,32,31,43,35,44,28,40,6,27,47,38,45,47,58,40,7,19,53,52,17,12,49,55,38,7,29,50,44,54,23,73,1,72,12,45,10,1,16,40,32,63,55,34,19,63,23,35,68,71,30,48,48,73,22,64,17,35,22,11,53,36,20,50,6,50,18,17,72,68,73,63,42,73,67,9,39,42,49,26,66,69,2,6,36,7,62,71,71,52,55,23,51,67,3,41,70,32,72,73,4,37,48,64,4,5,56,11,46,38,16,9,19,9,74,34,66,24,40,54,13,12,38,6,67,43,55,25,30,46,31,50,68,66,11,55,19,28,40,49,27
