0,48,41,17,58,17,28,66,64,30,24,46,68,68,44,25,64,33,67,3,40,54,14,25,14,24,30,41,4,41,21,18,18,12,71,70,61,54,14,27,14,1,24,52,47,41,33,22,38,57,57,43,56,48,10,38,26,7,11,15,50,32,52,20,1,40,21,71,68,30,2,50,62,72,5,34,44,51,54,49,54,28,44,9,5,73,22,45,72,14,15,26,70,29,21,12,30,28,10,33
48,0,7,46,1,43,59,18,34,43,5,37,48,17,62,72,63,38,21,56,18,71,46,45,13,7,19,64,68,52,54,18,43,60,30,74,7,24,38,5,54,42,40,62,64,59,24,34,56,9,9,20,39,72,53,24,22,63,68,48,19,7,63,44,71,5,44,22,62,15,33,30,62,51,16,24,10,50,43,13,11,36,68,41,3,4,60,34,29,59,27,40,53,65,25,49,73,6,44,31
41,7,0,23,20,57,74,14,58,15,74,60,32,54,37,60,27,6,44,68,15,32,56,3,71,57,42,14,37,39,74,64,72,51,30,70,36,18,30,53,42,56,74,72,40,72,9,4,23,43,40,67,41,32,41,53,2,60,11,36,20,28,49,13,21,15,15,25,66,35,30,14,72,31,63,46,28,65,59,35,61,67,32,25,45,67,52,28,55,71,41,40,24,6,14,7,35,1,68,48
17,46,23,0,1,3,16,34,10,1,54,27,58,33,33,4,4,7,44,18,63,64,72,37,17,17,40,57,26,35,48,68,12,53,43,33,66,30,14,47,47,25,60,74,73,10,18,2,45,9,31,66,41,28,16,33,71,10,35,64,4,52,73,21,10,51,68,46,67,15,56,26,31,12,61,47,55,60,5,71,37,56,55,62,12,34,46,69,62,67,44,44,64,3,66,31,3,56,12,11
58,1,20,1,0,45,19,24,30,31,29,46,13,14,8,24,57,18,55,52,61,62,22,23,39,25,62,60,42,20,51,18,34,29,40,74,56,73,18,40,4,57,45,64,74,69,31,1,41,16,17,25,8,56,56,41,26,62,41,71,67,27,41,26,47,59,56,10,61,2,31,55,58,28,56,67,18,10,17,26,22,69,4,44,13,63,13,38,74,27,4,16,30,25,17,70,51,72,33,70
17,43,57,3,45,0,1,46,60,18,70,57,62,43,59,25,17,24,44,62,22,30,64,46,74,16,62,51,19,36,30,45,60,8,61,63,27,32,43,52,55,57,29,32,71,43,63,21,47,44,72,7,38,39,7,67,66,33,58,11,46,20,33,63,15,23,36,25,60,74,12,18,52,28,73,72,48,64,30,47,73,42,70,54,36,48,66,15,30,74,30,49,67,74,49,9,3,46,42,72
28,59,74,16,19,1,0,56,50,39,20,72,40,3,52,39,5,66,25,17,9,24,17,49,5,21,21,66,33,56,45,58,9,73,63,4,35,25,47,18,43,45,45,34,3,39,31,8,35,34,41,60,52,65,4,17,35,71,59,34,25,5,55,38,15,32,13,56,28,70,2,62,47,40,49,54,7,65,2,22,14,69,6,44,48,49,64,5,61,40,52,16,41,52,71,33,7,5,47,59
66,18,14,34,24,46,56,0,52,26,71,39,71,6,16,58,68,58,22,12,63,59,21,17,24,62,61,43,43,22,52,59,33,34,35,21,50,67,68,56,20,52,10,10,15,11,44,6,61,54,69,37,49,66,40,21,73,3,25,73,28,23,9,68,11,25,67,37,46,44,52,3,40,3,62,26,63,19,44,70,4,4,2,51,45,9,59,46,6,6,11,59,7,18,19,8,64,52,55,49
64,34,58,10,30,60,50,52,0,39,25,49,9,11,2,72,72,10,35,49,22,56,42,32,20,56,67,54,31,70,19,40,71,20,19,69,6,23,44,16,48,60,38,49,59,18,45,9,39,63,69,37,21,49,68,38,73,15,9,23,30,32,24,52,7,30,22,23,8,44,21,12,1,21,41,65,4,67,10,62,60,68,11,38,30,13,43,45,16,39,74,37,52,31,3,22,60,26,7,38
30,43,15,1,31,18,39,26,39,0,28,55,39,60,61,15,10,61,48,2,67,39,41,45,57,64,29,7,55,25,63,28,62,14,10,66,4,51,55,33,29,73,30,33,12,25,24,67,19,23,31,53,11,65,7,35,3,56,52,16,51,42,63,42,67,32,27,37,19,69,35,19,32,52,30,14,64,44,28,17,17,39,33,55,6,63,51,11,64,15,45,41,13,1,58,57,32,5,44,13
24,5,74,54,29,70,20,71,25,28,0,54,40,19,68,57,66,6,14,55,52,58,38,32,46,64,50,39,23,53,29,43,66,63,67,70,61,1,1,7,20,2,32,26,41,69,23,26,64,26,11,38,64,29,52,47,34,36,71,7,21,34,44,65,35,33,56,35,64,35,37,37,17,7,5,66,18,64,53,65,70,11,30,73,48,67,36,2,47,18,40,54,45,44,33,19,32,1,46,71
46,37,60,27,46,57,72,39,49,55,54,0,8,3,66,19,1,61,11,66,8,27,44,44,50,48,33,11,56,18,49,64,7,72,3,62,62,4,41,70,24,60,45,59,60,4,21,49,37,72,56,43,23,19,66,34,61,8,64,3,67,67,39,9,14,53,62,3,57,71,26,48,26,17,59,54,21,44,32,7,2,37,21,26,22,13,30,52,16,50,33,33,13,15,46,20,42,70,53,51
68,48,32,58,13,62,40,71,9,39,40,8,0,71,58,45,71,5,20,74,58,36,51,31,29,16,29,3,35,25,73,42,63,31,35,62,74,39,69,55,42,72,62,72,48,29,36,68,2,12,35,41,5,49,66,9,33,21,73,46,19,10,41,62,62,62,16,41,65,9,64,67,17,6,36,62,35,31,38,10,10,65,45,20,64,5,34,54,26,30,39,67,58,6,21,29,64,32,18,45
68,17,54,33,14,43,3,6,11,60,19,3,71,0,36,67,70,61,53,55,67,5,25,1,62,38,28,17,40,22,6,7,6,31,10,33,67,27,9,43,65,26,4,11,6,55,34,50,52,43,47,65,50,65,35,11,6,53,23,50,49,40,53,38,37,37,70,29,9,18,51,63,72,16,57,44,30,38,37,49,56,23,7,62,29,58,14,9,67,65,74,64,3,41,74,38,65,6,74,69
44,62,37,33,8,59,52,16,2,61,68,66,58,36,0,42,32,26,54,2,28,69,41,36,37,23,71,73,39,74,34,32,16,15,62,54,40,62,38,41,16,44,11,4,51,46,17,31,47,42,10,13,1,31,37,12,50,2,9,71,73,3,37,64,18,62,61,47,1,29,67,51,29,47,19,43,73,63,21,51,27,74,7,19,61,7,40,60,55,11,33,26,36,44,11,67,48,13,42,69
25,72,60,4,24,25,39,58,72,15,57,19,45,67,42,0,58,51,35,20,43,19,24,68,66,59,69,14,39,47,68,50,29,55,61,45,7,69,4,39,9,29,61,19,66,53,28,19,19,57,4,51,46,56,73,29,20,65,60,35,7,42,14,40,27,24,54,39,59,16,51,4,60,51,71,7,68,38,46,24,6,63,11,28,47,74,39,74,17,30,52,5,56,32,61,29,24,73,54,31
64,63,27,4,57,17,5,68,72,10,66,1,71,70,32,58,0,8,55,48,6,9,73,37,2,4,11,67,35,42,37,6,67,22,20,44,36,28,49,70,46,21,16,33,3,65,46,16,39,4,64,33,41,42,51,28,6,34,4,55,3,71,55,70,38,18,20,57,74,27,56,9,45,32,55,20,8,34,48,10,34,49,62,23,30,66,52,18,57,22,21,1,28,33,23,22,18,70,64,30
33,38,6,7,18,24,66,58,10,61,6,61,5,61,26,51,8,0,36,42,37,20,74,14,64,3,25,56,48,13,71,41,19,43,68,67,36,33,24,5,56,10,27,30,66,2,63,22,19,37,54,15,17,73,44,23,72,67,15,1,53,65,9,3,45,45,39,1,51,71,65,9,27,18,42,46,23,60,59,58,26,5,53,74,13,9,68,36,64,60,14,19,5,46,58,38,3,74,38,25
67,21,44,44,55,44,25,22,35,48,14,11,20,53,54,35,55,36,0,13,47,43,56,12,27,11,63,26,21,1,60,37,40,65,54,50,14,41,72,45,60,73,66,16,3,34,2,36,71,19,29,32,62,62,34,29,69,55,55,71,38,59,34,63,29,55,73,39,32,16,24,9,28,25,26,61,40,39,58,9,47,26,25,43,64,15,50,67,15,23,37,66,38,21,40,43,31,2,53,38
3,56,68,18,52,62,17,12,49,2,55,66,74,55,2,20,48,42,13,0,29,5,27,18,16,61,30,4,28,58,13,68,24,25,16,57,6,71,12,22,51,11,38,54,69,55,56,31,18,39,17,63,50,61,59,35,23,51,74,57,62,53,45,56,37,65,6,72,8,41,30,8,54,46,58,42,61,43,70,65,38,59,36,62,24,73,21,6,56,62,69,25,60,40,35,61,71,6,53,18
40,18,15,63,61,22,9,63,22,67,52,8,58,67,28,43,6,37,47,29,0,30,20,62,74,49,53,69,51,43,29,47,27,31,28,35,38,68,16,26,43,37,20,43,65,5,33,7,42,40,57,18,44,34,64,49,27,26,19,71,23,12,27,55,53,52,1,28,67,24,45,23,10,29,61,73,64,7,25,18,24,73,41,56,63,13,67,8,56,54,54,10,33,38,40,64,51,60,40,71
54,71,32,64,62,30,24,59,56,39,58,27,36,5,69,19,9,20,43,5,30,0,5,41,21,36,51,16,46,25,66,10,8,71,12,12,12,7,34,50,62,59,53,35,53,71,38,23,59,18,18,35,46,46,10,10,22,55,31,62,70,30,4,43,56,24,37,17,70,36,40,17,8,5,61,58,15,67,51,49,74,3,32,37,44,7,49,4,42,53,37,46,16,48,29,8,28,20,18,47
14,46,56,72,22,64,17,21,42,41,38,44,51,25,41,24,73,74,56,27,20,5,0,39,31,17,64,64,22,46,58,71,69,29,13,59,9,12,27,63,44,44,69,43,1,60,46,36,20,20,36,17,4,13,20,15,45,61,60,60,53,64,58,16,74,7,49,16,19,26,15,38,71,30,44,45,53,30,64,69,56,22,59,11,38,46,53,29,54,66,5,11,64,32,31,71,56,73,18,8
25,45,3,37,23,46,49,17,32,45,32,44,31,1,36,68,37,14,12,18,62,41,39,0,29,38,43,73,37,30,74,20,50,72,50,23,40,1,66,30,23,71,35,22,7,44,12,6,43,22,27,54,64,26,72,71,16,57,46,69,45,52,56,29,19,3,35,48,21,39,19,23,49,66,64,16,30,66,19,72,46,13,62,49,41,19,3,18,27,47,73,16,57,66,35,12,61,36,9,65
14,13,71,17,39,74,5,24,20,57,46,50,29,62,37,66,2,64,27,16,74,21,31,29,0,48,8,68,3,3,74,51,28,38,57,4,54,52,34,44,26,13,30,69,17,27,25,7,38,62,67,54,29,23,52,66,69,7,36,10,19,66,15,9,41,24,29,59,63,51,31,48,16,46,50,45,26,27,13,59,37,27,58,18,63,61,63,28,29,64,35,43,52,72,41,48,43,69,64,13
24,7,57,17,25,16,21,62,56,64,64,48,16,38,23,59,4,3,11,61,49,36,17,38,48,0,14,19,56,15,73,53,13,64,68,72,43,42,14,39,41,13,37,40,15,47,2,24,40,25,45,27,10,68,48,49,50,56,63,39,12,29,61,13,25,72,60,17,74,5,32,30,30,9,32,46,74,17,27,20,22,14,2,34,19,65,40,68,73,44,9,69,44,66,32,45,6,69,48,8
30,19,42,40,62,62,21,61,67,29,50,33,29,28,71,69,11,25,63,30,53,51,64,43,8,14,0,52,30,7,16,19,17,53,56,41,41,47,73,47,45,68,43,25,71,33,45,54,51,16,7,21,65,42,35,32,58,49,49,12,32,38,28,36,26,58,29,53,36,54,70,39,67,17,65,7,35,2,60,14,13,14,52,16,23,57,38,68,5,33,43,42,61,10,23,1,71,57,56,11
41,64,14,57,60,51,66,43,54,7,39,11,3,17,73,14,67,56,26,4,69,16,64,73,68,19,52,0,26,12,37,60,47,51,48,54,64,47,14,43,13,68,6,26,43,36,60,40,17,53,11,49,47,17,14,13,12,16,71,2,71,2,72,23,39,64,67,14,49,70,73,8,14,56,4,6,37,63,74,1,41,64,68,63,66,56,9,38,13,62,69,13,66,29,29,21,65,55,34,53
4,68,37,26,42,19,33,43,31,55,23,56,35,40,39,39,35,48,21,28,51,46,22,37,3,56,30,26,0,70,13,19,48,60,64,30,9,6,27,62,16,59,49,2,59,69,37,62,10,57,69,62,20,16,39,30,36,74,45,70,37,33,58,56,33,4,7,60,49,3,42,54,9,17,61,11,66,69,1,28,13,40,8,3,70,72,27,48,6,16,3,35,12,74,32,71,54,43,40,53
41,52,39,35,20,36,56,22,70,25,53,18,25,22,74,47,42,13,1,58,43,25,46,30,3,15,7,12,70,0,1,58,69,1,62,57,74,17,69,48,8,20,57,60,8,35,17,69,24,64,20,65,14,57,3,48,42,28,16,59,11,37,1,14,36,63,11,55,52,3,37,72,9,55,48,44,37,43,32,6,22,42,47,69,73,7,49,45,36,27,36,50,72,7,60,44,68,8,22,4
21,54,74,48,51,30,45,52,19,63,29,49,73,6,34,68,37,71,60,13,29,66,58,74,74,73,16,37,13,1,0,38,57,21,17,25,34,55,38,29,68,72,47,10,46,29,74,22,53,40,15,52,4,14,4,66,63,9,31,9,43,71,19,74,26,16,50,73,47,5,28,13,18,4,67,59,28,62,56,47,30,27,7,26,41,35,48,39,61,8,35,44,14,46,4,43,63,37,33,12
18,18,64,68,18,45,58,59,40,28,43,64,42,7,32,50,6,41,37,68,47,10,71,20,51,53,19,60,19,58,38,0,3,56,59,22,9,28,62,63,50,72,70,9,48,36,5,67,37,58,5,20,49,10,48,29,57,49,29,23,26,69,34,33,34,70,17,66,2,26,57,26,46,34,1,45,45,49,26,37,52,66,5,8,49,57,74,10,27,51,28,64,22,10,50,15,65,56,32,1
18,43,72,12,34,60,9,33,71,62,66,7,63,6,16,29,67,19,40,24,27,8,69,50,28,13,17,47,48,69,57,3,0,12,21,65,45,24,22,33,67,69,38,47,54,2,43,4,32,35,2,5,69,40,28,27,12,12,26,25,59,37,35,10,66,50,62,49,73,73,19,47,54,37,63,15,10,1,12,40,38,29,23,1,61,48,34,19,60,61,64,35,72,63,6,18,61,31,35,71
